"Date, time",Pris,Omrade
24/10/2023 20:00,36.186,NO3
24/10/2023 20:00,36.186,NO4
24/10/2023 20:00,68.671,NO5
24/10/2023 21:00,67.76,NO1
24/10/2023 21:00,67.76,NO2
24/10/2023 21:00,29.114,NO3
24/10/2023 21:00,29.114,NO4
24/10/2023 21:00,67.76,NO5
24/10/2023 22:00,69.144,NO1
24/10/2023 22:00,69.144,NO2
24/10/2023 22:00,26.454,NO3
24/10/2023 22:00,26.454,NO4
24/10/2023 22:00,69.144,NO5
24/10/2023 23:00,67.867,NO1
24/10/2023 23:00,67.867,NO2
24/10/2023 23:00,24.372,NO3
24/10/2023 23:00,24.372,NO4
24/10/2023 23:00,67.867,NO5
25/10/2023 00:00,63.677,NO1
25/10/2023 00:00,63.677,NO2
25/10/2023 00:00,24.659,NO3
25/10/2023 00:00,24.659,NO4
25/10/2023 00:00,63.677,NO5
25/10/2023 01:00,63.215,NO1
25/10/2023 01:00,63.215,NO2
25/10/2023 01:00,23.854,NO3
25/10/2023 01:00,23.854,NO4
25/10/2023 01:00,63.215,NO5
25/10/2023 02:00,62.67,NO1
25/10/2023 02:00,62.67,NO2
25/10/2023 02:00,22.611,NO3
25/10/2023 02:00,22.611,NO4
25/10/2023 02:00,62.67,NO5
25/10/2023 03:00,62.718,NO1
25/10/2023 03:00,62.718,NO2
25/10/2023 03:00,22.445,NO3
25/10/2023 03:00,22.445,NO4
25/10/2023 03:00,62.718,NO5
25/10/2023 04:00,63.168,NO1
25/10/2023 04:00,63.168,NO2
25/10/2023 04:00,22.338,NO3
25/10/2023 04:00,22.338,NO4
25/10/2023 04:00,63.168,NO5
25/10/2023 05:00,63.464,NO1
25/10/2023 05:00,63.464,NO2
25/10/2023 05:00,24.812,NO3
25/10/2023 05:00,24.812,NO4
25/10/2023 05:00,63.464,NO5
25/10/2023 06:00,67.737,NO1
25/10/2023 06:00,67.737,NO2
25/10/2023 06:00,29.891,NO3
25/10/2023 06:00,29.891,NO4
25/10/2023 06:00,67.737,NO5
25/10/2023 07:00,72.212,NO1
25/10/2023 07:00,72.212,NO2
25/10/2023 07:00,40.237,NO3
25/10/2023 07:00,40.237,NO4
25/10/2023 07:00,72.212,NO5
25/10/2023 08:00,76.331,NO1
25/10/2023 08:00,76.331,NO2
25/10/2023 08:00,42.806,NO3
25/10/2023 08:00,42.806,NO4
25/10/2023 08:00,76.331,NO5
25/10/2023 09:00,76.983,NO1
25/10/2023 09:00,76.983,NO2
25/10/2023 09:00,25.014,NO3
25/10/2023 09:00,25.014,NO4
25/10/2023 09:00,76.983,NO5
25/10/2023 10:00,76.84,NO1
25/10/2023 10:00,76.84,NO2
25/10/2023 10:00,24.173,NO3
25/10/2023 10:00,24.173,NO4
25/10/2023 10:00,76.84,NO5
25/10/2023 11:00,76.237,NO1
25/10/2023 11:00,76.237,NO2
25/10/2023 11:00,22.551,NO3
25/10/2023 11:00,22.551,NO4
25/10/2023 11:00,76.237,NO5
25/10/2023 12:00,73.301,NO1
25/10/2023 12:00,73.301,NO2
25/10/2023 12:00,23.179,NO3
25/10/2023 12:00,23.179,NO4
25/10/2023 12:00,73.301,NO5
25/10/2023 13:00,72.129,NO1
25/10/2023 13:00,72.129,NO2
25/10/2023 13:00,22.551,NO3
25/10/2023 13:00,22.551,NO4
25/10/2023 13:00,72.129,NO5
25/10/2023 14:00,68.755,NO1
25/10/2023 14:00,68.755,NO2
25/10/2023 14:00,21.9,NO3
25/10/2023 14:00,21.9,NO4
25/10/2023 14:00,68.755,NO5
25/10/2023 15:00,72.827,NO1
25/10/2023 15:00,72.827,NO2
25/10/2023 15:00,21.675,NO3
25/10/2023 15:00,21.675,NO4
25/10/2023 15:00,72.827,NO5
25/10/2023 16:00,76.911,NO1
25/10/2023 16:00,76.911,NO2
25/10/2023 16:00,32.199,NO3
25/10/2023 16:00,32.199,NO4
25/10/2023 16:00,76.911,NO5
25/10/2023 17:00,76.994,NO1
25/10/2023 17:00,76.994,NO2
25/10/2023 17:00,30.069,NO3
25/10/2023 17:00,30.069,NO4
25/10/2023 17:00,76.994,NO5
25/10/2023 18:00,77.065,NO1
25/10/2023 18:00,77.065,NO2
25/10/2023 18:00,32.969,NO3
25/10/2023 18:00,32.969,NO4
25/10/2023 18:00,77.065,NO5
25/10/2023 19:00,76.213,NO1
25/10/2023 19:00,76.213,NO2
25/10/2023 19:00,31.359,NO3
25/10/2023 19:00,31.359,NO4
25/10/2023 19:00,76.213,NO5
25/10/2023 20:00,73.372,NO1
25/10/2023 20:00,73.372,NO2
25/10/2023 20:00,29.974,NO3
25/10/2023 20:00,29.974,NO4
25/10/2023 20:00,73.372,NO5
25/10/2023 21:00,75.219,NO1
25/10/2023 21:00,75.219,NO2
25/10/2023 21:00,29.607,NO3
25/10/2023 21:00,29.607,NO4
25/10/2023 21:00,75.219,NO5
25/10/2023 22:00,73.206,NO1
25/10/2023 22:00,73.206,NO2
25/10/2023 22:00,33.845,NO3
25/10/2023 22:00,33.845,NO4
25/10/2023 22:00,73.206,NO5
25/10/2023 23:00,72.697,NO1
25/10/2023 23:00,72.697,NO2
25/10/2023 23:00,23.854,NO3
25/10/2023 23:00,23.854,NO4
25/10/2023 23:00,72.697,NO5
26/10/2023 00:00,72.41,NO1
26/10/2023 00:00,72.41,NO2
26/10/2023 00:00,24.101,NO3
26/10/2023 00:00,24.101,NO4
26/10/2023 00:00,72.41,NO5
26/10/2023 01:00,69.684,NO1
26/10/2023 01:00,69.684,NO2
26/10/2023 01:00,22.75,NO3
26/10/2023 01:00,22.75,NO4
26/10/2023 01:00,69.684,NO5
26/10/2023 02:00,70.016,NO1
26/10/2023 02:00,70.016,NO2
26/10/2023 02:00,21.955,NO3
26/10/2023 02:00,21.955,NO4
26/10/2023 02:00,70.016,NO5
26/10/2023 03:00,70.905,NO1
26/10/2023 03:00,70.905,NO2
26/10/2023 03:00,22.062,NO3
26/10/2023 03:00,22.062,NO4
26/10/2023 03:00,70.905,NO5
26/10/2023 04:00,71.118,NO1
26/10/2023 04:00,71.118,NO2
26/10/2023 04:00,23.627,NO3
26/10/2023 04:00,23.627,NO4
26/10/2023 04:00,71.118,NO5
26/10/2023 05:00,73.596,NO1
26/10/2023 05:00,73.596,NO2
26/10/2023 05:00,35.257,NO3
26/10/2023 05:00,35.257,NO4
26/10/2023 05:00,73.596,NO5
26/10/2023 06:00,77.022,NO1
26/10/2023 06:00,77.022,NO2
26/10/2023 06:00,42.417,NO3
26/10/2023 06:00,42.417,NO4
26/10/2023 06:00,77.022,NO5
26/10/2023 07:00,78.124,NO1
26/10/2023 07:00,78.124,NO2
26/10/2023 07:00,56.074,NO3
26/10/2023 07:00,56.074,NO4
26/10/2023 07:00,78.124,NO5
26/10/2023 08:00,79.903,NO1
26/10/2023 08:00,79.903,NO2
26/10/2023 08:00,57.129,NO3
26/10/2023 08:00,57.129,NO4
26/10/2023 08:00,79.903,NO5
26/10/2023 09:00,81.112,NO1
26/10/2023 09:00,81.112,NO2
26/10/2023 09:00,57.023,NO3
26/10/2023 09:00,57.023,NO4
26/10/2023 09:00,81.112,NO5
26/10/2023 10:00,81.147,NO1
26/10/2023 10:00,81.147,NO2
26/10/2023 10:00,53.312,NO3
26/10/2023 10:00,53.312,NO4
26/10/2023 10:00,81.147,NO5
26/10/2023 11:00,85.415,NO1
26/10/2023 11:00,85.415,NO2
26/10/2023 11:00,52.138,NO3
26/10/2023 11:00,52.138,NO4
26/10/2023 11:00,85.415,NO5
26/10/2023 12:00,85.38,NO1
26/10/2023 12:00,85.38,NO2
26/10/2023 12:00,52.186,NO3
26/10/2023 12:00,52.186,NO4
26/10/2023 12:00,85.38,NO5
26/10/2023 13:00,82.949,NO1
26/10/2023 13:00,82.949,NO2
26/10/2023 13:00,53.3,NO3
26/10/2023 13:00,53.3,NO4
26/10/2023 13:00,82.949,NO5
26/10/2023 14:00,80.436,NO1
26/10/2023 14:00,80.436,NO2
26/10/2023 14:00,55.161,NO3
26/10/2023 14:00,55.161,NO4
26/10/2023 14:00,80.436,NO5
26/10/2023 15:00,83.922,NO1
26/10/2023 15:00,83.922,NO2
26/10/2023 15:00,56.299,NO3
26/10/2023 15:00,56.299,NO4
26/10/2023 15:00,83.922,NO5
26/10/2023 16:00,84.597,NO1
26/10/2023 16:00,84.597,NO2
26/10/2023 16:00,53.146,NO3
26/10/2023 16:00,53.146,NO4
26/10/2023 16:00,84.597,NO5
26/10/2023 17:00,94.069,NO1
26/10/2023 17:00,94.069,NO2
26/10/2023 17:00,52.209,NO3
26/10/2023 17:00,52.209,NO4
26/10/2023 17:00,94.069,NO5
26/10/2023 18:00,90.145,NO1
26/10/2023 18:00,90.145,NO2
26/10/2023 18:00,52.743,NO3
26/10/2023 18:00,52.743,NO4
26/10/2023 18:00,90.145,NO5
26/10/2023 19:00,81.195,NO1
26/10/2023 19:00,81.195,NO2
26/10/2023 19:00,55.422,NO3
26/10/2023 19:00,55.422,NO4
26/10/2023 19:00,81.195,NO5
26/10/2023 20:00,78.871,NO1
26/10/2023 20:00,78.871,NO2
26/10/2023 20:00,55.481,NO3
26/10/2023 20:00,55.481,NO4
26/10/2023 20:00,78.871,NO5
26/10/2023 21:00,78.35,NO1
26/10/2023 21:00,78.35,NO2
26/10/2023 21:00,46.721,NO3
26/10/2023 21:00,46.721,NO4
26/10/2023 21:00,78.35,NO5
26/10/2023 22:00,77.544,NO1
26/10/2023 22:00,77.544,NO2
26/10/2023 22:00,44.681,NO3
26/10/2023 22:00,44.681,NO4
26/10/2023 22:00,77.544,NO5
26/10/2023 23:00,77.093,NO1
26/10/2023 23:00,77.093,NO2
26/10/2023 23:00,40.568,NO3
26/10/2023 23:00,40.568,NO4
26/10/2023 23:00,77.093,NO5
27/10/2023 00:00,79.629,NO1
27/10/2023 00:00,79.629,NO2
27/10/2023 00:00,60.195,NO3
27/10/2023 00:00,60.195,NO4
27/10/2023 00:00,79.629,NO5
27/10/2023 01:00,79.062,NO1
27/10/2023 01:00,79.062,NO2
27/10/2023 01:00,58.811,NO3
27/10/2023 01:00,58.811,NO4
27/10/2023 01:00,79.062,NO5
27/10/2023 02:00,79.003,NO1
27/10/2023 02:00,79.003,NO2
27/10/2023 02:00,57.51,NO3
27/10/2023 02:00,57.51,NO4
27/10/2023 02:00,79.003,NO5
27/10/2023 03:00,79.003,NO1
27/10/2023 03:00,79.003,NO2
27/10/2023 03:00,55.901,NO3
27/10/2023 03:00,55.901,NO4
27/10/2023 03:00,79.003,NO5
27/10/2023 04:00,79.014,NO1
27/10/2023 04:00,79.014,NO2
27/10/2023 04:00,55.7,NO3
27/10/2023 04:00,55.7,NO4
27/10/2023 04:00,79.014,NO5
27/10/2023 05:00,79.428,NO1
27/10/2023 05:00,79.428,NO2
27/10/2023 05:00,58.184,NO3
27/10/2023 05:00,58.184,NO4
27/10/2023 05:00,79.428,NO5
27/10/2023 06:00,84.29,NO1
27/10/2023 06:00,84.29,NO2
27/10/2023 06:00,62.324,NO3
27/10/2023 06:00,62.324,NO4
27/10/2023 06:00,84.29,NO5
27/10/2023 07:00,125.548,NO1
27/10/2023 07:00,125.548,NO2
27/10/2023 07:00,56.871,NO3
27/10/2023 07:00,56.871,NO4
27/10/2023 07:00,125.548,NO5
27/10/2023 08:00,176.954,NO1
27/10/2023 08:00,176.954,NO2
27/10/2023 08:00,57.274,NO3
27/10/2023 08:00,57.274,NO4
27/10/2023 08:00,176.954,NO5
27/10/2023 09:00,175.026,NO1
27/10/2023 09:00,175.026,NO2
27/10/2023 09:00,55.724,NO3
27/10/2023 09:00,55.724,NO4
27/10/2023 09:00,175.026,NO5
27/10/2023 10:00,128.292,NO1
27/10/2023 10:00,128.292,NO2
27/10/2023 10:00,55.499,NO3
27/10/2023 10:00,55.499,NO4
27/10/2023 10:00,128.292,NO5
27/10/2023 11:00,128.363,NO1
27/10/2023 11:00,128.363,NO2
27/10/2023 11:00,55.263,NO3
27/10/2023 11:00,55.263,NO4
27/10/2023 11:00,128.363,NO5
27/10/2023 12:00,140.286,NO1
27/10/2023 12:00,140.286,NO2
27/10/2023 12:00,56.481,NO3
27/10/2023 12:00,56.481,NO4
27/10/2023 12:00,140.286,NO5
27/10/2023 13:00,125.855,NO1
27/10/2023 13:00,125.855,NO2
27/10/2023 13:00,55.215,NO3
27/10/2023 13:00,55.215,NO4
27/10/2023 13:00,125.855,NO5
27/10/2023 14:00,116.416,NO1
27/10/2023 14:00,116.416,NO2
27/10/2023 14:00,53.276,NO3
27/10/2023 14:00,53.276,NO4
27/10/2023 14:00,116.416,NO5
27/10/2023 15:00,94.51,NO1
27/10/2023 15:00,94.51,NO2
27/10/2023 15:00,50.792,NO3
27/10/2023 15:00,50.792,NO4
27/10/2023 15:00,94.51,NO5
27/10/2023 16:00,104.883,NO1
27/10/2023 16:00,104.883,NO2
27/10/2023 16:00,54.565,NO3
27/10/2023 16:00,54.565,NO4
27/10/2023 16:00,83.166,NO5
27/10/2023 17:00,144.13,NO1
27/10/2023 17:00,144.13,NO2
27/10/2023 17:00,56.245,NO3
27/10/2023 17:00,56.245,NO4
27/10/2023 17:00,83.84,NO5
27/10/2023 18:00,160.182,NO1
27/10/2023 18:00,160.182,NO2
27/10/2023 18:00,53.914,NO3
27/10/2023 18:00,53.914,NO4
27/10/2023 18:00,83.557,NO5
27/10/2023 19:00,141.93,NO1
27/10/2023 19:00,141.93,NO2
27/10/2023 19:00,53.193,NO3
27/10/2023 19:00,53.193,NO4
27/10/2023 19:00,83.604,NO5
27/10/2023 20:00,87.342,NO1
27/10/2023 20:00,87.342,NO2
27/10/2023 20:00,51.832,NO3
27/10/2023 20:00,51.832,NO4
27/10/2023 20:00,83.58,NO5
27/10/2023 21:00,81.144,NO1
27/10/2023 21:00,81.144,NO2
27/10/2023 21:00,50.212,NO3
27/10/2023 21:00,50.212,NO4
27/10/2023 21:00,81.144,NO5
27/10/2023 22:00,79.771,NO1
27/10/2023 22:00,79.771,NO2
27/10/2023 22:00,54.506,NO3
27/10/2023 22:00,54.506,NO4
27/10/2023 22:00,79.771,NO5
27/10/2023 23:00,79.523,NO1
27/10/2023 23:00,79.523,NO2
27/10/2023 23:00,51.963,NO3
27/10/2023 23:00,51.963,NO4
27/10/2023 23:00,79.523,NO5
28/10/2023 00:00,82.445,NO1
28/10/2023 00:00,82.445,NO2
28/10/2023 00:00,47.314,NO3
28/10/2023 00:00,47.314,NO4
28/10/2023 00:00,82.445,NO5
28/10/2023 01:00,78.636,NO1
28/10/2023 01:00,78.636,NO2
28/10/2023 01:00,42.937,NO3
28/10/2023 01:00,42.937,NO4
28/10/2023 01:00,78.636,NO5
28/10/2023 02:00,74.035,NO1
28/10/2023 02:00,74.035,NO2
28/10/2023 02:00,41.577,NO3
28/10/2023 02:00,41.577,NO4
28/10/2023 02:00,74.035,NO5
28/10/2023 03:00,67.21,NO1
28/10/2023 03:00,67.21,NO2
28/10/2023 03:00,40.69,NO3
28/10/2023 03:00,40.69,NO4
28/10/2023 03:00,67.21,NO5
28/10/2023 04:00,69.469,NO1
28/10/2023 04:00,69.469,NO2
28/10/2023 04:00,41.849,NO3
28/10/2023 04:00,41.849,NO4
28/10/2023 04:00,69.469,NO5
28/10/2023 05:00,71.279,NO1
28/10/2023 05:00,71.279,NO2
28/10/2023 05:00,47.042,NO3
28/10/2023 05:00,47.042,NO4
28/10/2023 05:00,71.279,NO5
28/10/2023 06:00,76.187,NO1
28/10/2023 06:00,76.187,NO2
28/10/2023 06:00,49.396,NO3
28/10/2023 06:00,49.396,NO4
28/10/2023 06:00,76.187,NO5
28/10/2023 07:00,82.149,NO1
28/10/2023 07:00,82.149,NO2
28/10/2023 07:00,56.174,NO3
28/10/2023 07:00,56.174,NO4
28/10/2023 07:00,82.149,NO5
28/10/2023 08:00,98.981,NO1
28/10/2023 08:00,98.981,NO2
28/10/2023 08:00,47.006,NO3
28/10/2023 08:00,47.006,NO4
28/10/2023 08:00,98.981,NO5
28/10/2023 09:00,102.754,NO1
28/10/2023 09:00,102.754,NO2
28/10/2023 09:00,48.603,NO3
28/10/2023 09:00,48.603,NO4
28/10/2023 09:00,102.754,NO5
28/10/2023 10:00,97.218,NO1
28/10/2023 10:00,97.218,NO2
28/10/2023 10:00,51.513,NO3
28/10/2023 10:00,51.513,NO4
28/10/2023 10:00,97.218,NO5
28/10/2023 11:00,82.504,NO1
28/10/2023 11:00,82.504,NO2
28/10/2023 11:00,48.556,NO3
28/10/2023 11:00,48.556,NO4
28/10/2023 11:00,82.504,NO5
28/10/2023 12:00,80.647,NO1
28/10/2023 12:00,80.647,NO2
28/10/2023 12:00,48.875,NO3
28/10/2023 12:00,48.875,NO4
28/10/2023 12:00,80.647,NO5
28/10/2023 13:00,78.387,NO1
28/10/2023 13:00,78.387,NO2
28/10/2023 13:00,48.39,NO3
28/10/2023 13:00,48.39,NO4
28/10/2023 13:00,78.387,NO5
28/10/2023 14:00,84.16,NO1
28/10/2023 14:00,84.16,NO2
28/10/2023 14:00,47.267,NO3
28/10/2023 14:00,47.267,NO4
28/10/2023 14:00,84.16,NO5
28/10/2023 15:00,89.826,NO1
28/10/2023 15:00,89.826,NO2
28/10/2023 15:00,47.314,NO3
28/10/2023 15:00,47.314,NO4
28/10/2023 15:00,89.826,NO5
28/10/2023 16:00,100.601,NO1
28/10/2023 16:00,100.601,NO2
28/10/2023 16:00,43.836,NO3
28/10/2023 16:00,43.836,NO4
28/10/2023 16:00,100.601,NO5
28/10/2023 17:00,141.634,NO1
28/10/2023 17:00,141.634,NO2
28/10/2023 17:00,45.114,NO3
28/10/2023 17:00,45.114,NO4
28/10/2023 17:00,141.634,NO5
28/10/2023 18:00,164.333,NO1
28/10/2023 18:00,164.333,NO2
28/10/2023 18:00,44.889,NO3
28/10/2023 18:00,44.889,NO4
28/10/2023 18:00,164.333,NO5
28/10/2023 19:00,106.397,NO1
28/10/2023 19:00,106.397,NO2
28/10/2023 19:00,53.11,NO3
28/10/2023 19:00,53.11,NO4
28/10/2023 19:00,106.397,NO5
28/10/2023 20:00,81.368,NO1
28/10/2023 20:00,81.368,NO2
28/10/2023 20:00,81.368,NO3
28/10/2023 20:00,81.368,NO4
28/10/2023 20:00,81.368,NO5
28/10/2023 21:00,73.23,NO1
28/10/2023 21:00,73.23,NO2
28/10/2023 21:00,73.23,NO3
28/10/2023 21:00,73.23,NO4
28/10/2023 21:00,73.23,NO5
28/10/2023 22:00,69.244,NO1
28/10/2023 22:00,69.244,NO2
28/10/2023 22:00,69.244,NO3
28/10/2023 22:00,69.244,NO4
28/10/2023 22:00,69.244,NO5
28/10/2023 23:00,59.911,NO1
28/10/2023 23:00,59.911,NO2
28/10/2023 23:00,54.813,NO3
28/10/2023 23:00,54.813,NO4
28/10/2023 23:00,59.911,NO5
29/10/2023 00:00,58.622,NO1
29/10/2023 00:00,58.622,NO2
29/10/2023 00:00,40.607,NO3
29/10/2023 00:00,40.607,NO4
29/10/2023 00:00,58.622,NO5
29/10/2023 01:00,46.947,NO1
29/10/2023 01:00,46.947,NO2
29/10/2023 01:00,32.162,NO3
29/10/2023 01:00,32.162,NO4
29/10/2023 01:00,46.947,NO5
29/10/2023 02:00,28.205,NO1
29/10/2023 02:00,28.205,NO2
29/10/2023 02:00,28.205,NO3
29/10/2023 02:00,28.205,NO4
29/10/2023 02:00,28.205,NO5
29/10/2023 03:00,25.017,NO1
29/10/2023 03:00,25.017,NO2
29/10/2023 03:00,26.023,NO3
29/10/2023 03:00,25.017,NO4
29/10/2023 03:00,26.023,NO5
29/10/2023 04:00,25.964,NO1
29/10/2023 04:00,25.964,NO2
29/10/2023 04:00,26.117,NO3
29/10/2023 04:00,25.964,NO4
29/10/2023 04:00,26.117,NO5
29/10/2023 05:00,27.004,NO1
29/10/2023 05:00,27.004,NO2
29/10/2023 05:00,27.004,NO3
29/10/2023 05:00,27.004,NO4
29/10/2023 05:00,27.004,NO5
29/10/2023 06:00,29.583,NO1
29/10/2023 06:00,29.583,NO2
29/10/2023 06:00,29.583,NO3
29/10/2023 06:00,29.583,NO4
29/10/2023 06:00,29.583,NO5
29/10/2023 07:00,38.585,NO1
29/10/2023 07:00,38.585,NO2
29/10/2023 07:00,30.21,NO3
29/10/2023 07:00,30.21,NO4
29/10/2023 07:00,38.585,NO5
29/10/2023 08:00,44.144,NO1
29/10/2023 08:00,44.144,NO2
29/10/2023 08:00,28.72,NO3
29/10/2023 08:00,28.72,NO4
29/10/2023 08:00,44.144,NO5
29/10/2023 09:00,47.314,NO1
29/10/2023 09:00,47.314,NO2
29/10/2023 09:00,28.306,NO3
29/10/2023 09:00,28.306,NO4
29/10/2023 09:00,47.314,NO5
29/10/2023 10:00,49.833,NO1
29/10/2023 10:00,49.833,NO2
29/10/2023 10:00,27.608,NO3
29/10/2023 10:00,27.608,NO4
29/10/2023 10:00,49.833,NO5
29/10/2023 11:00,50.094,NO1
29/10/2023 11:00,50.094,NO2
29/10/2023 11:00,28.034,NO3
29/10/2023 11:00,28.034,NO4
29/10/2023 11:00,50.094,NO5
29/10/2023 12:00,49.467,NO1
29/10/2023 12:00,49.467,NO2
29/10/2023 12:00,27.312,NO3
29/10/2023 12:00,27.312,NO4
29/10/2023 12:00,49.467,NO5
29/10/2023 13:00,49.372,NO1
29/10/2023 13:00,49.372,NO2
29/10/2023 13:00,26.519,NO3
29/10/2023 13:00,26.519,NO4
29/10/2023 13:00,49.372,NO5
29/10/2023 14:00,50.378,NO1
29/10/2023 14:00,50.378,NO2
29/10/2023 14:00,27.17,NO3
29/10/2023 14:00,27.17,NO4
29/10/2023 14:00,50.378,NO5
29/10/2023 15:00,65.069,NO1
29/10/2023 15:00,65.069,NO2
29/10/2023 15:00,40.513,NO3
29/10/2023 15:00,40.513,NO4
29/10/2023 15:00,65.069,NO5
29/10/2023 16:00,71.752,NO1
29/10/2023 16:00,71.752,NO2
29/10/2023 16:00,71.752,NO3
29/10/2023 16:00,71.752,NO4
29/10/2023 16:00,71.752,NO5
29/10/2023 17:00,77.867,NO1
29/10/2023 17:00,77.867,NO2
29/10/2023 17:00,77.867,NO3
29/10/2023 17:00,77.867,NO4
29/10/2023 17:00,77.867,NO5
29/10/2023 18:00,80.493,NO1
29/10/2023 18:00,80.493,NO2
29/10/2023 18:00,69.421,NO3
29/10/2023 18:00,69.421,NO4
29/10/2023 18:00,80.493,NO5
29/10/2023 19:00,77.382,NO1
29/10/2023 19:00,77.382,NO2
29/10/2023 19:00,52.176,NO3
29/10/2023 19:00,52.176,NO4
29/10/2023 19:00,77.382,NO5
29/10/2023 20:00,71.894,NO1
29/10/2023 20:00,71.894,NO2
29/10/2023 20:00,48.355,NO3
29/10/2023 20:00,48.355,NO4
29/10/2023 20:00,71.894,NO5
29/10/2023 21:00,65.944,NO1
29/10/2023 21:00,65.944,NO2
29/10/2023 21:00,40.548,NO3
29/10/2023 21:00,40.548,NO4
29/10/2023 21:00,65.944,NO5
29/10/2023 22:00,61.591,NO1
29/10/2023 22:00,61.591,NO2
29/10/2023 22:00,35.84,NO3
29/10/2023 22:00,35.84,NO4
29/10/2023 22:00,61.591,NO5
29/10/2023 23:00,48.544,NO1
29/10/2023 23:00,48.544,NO2
29/10/2023 23:00,29.086,NO3
29/10/2023 23:00,29.086,NO4
29/10/2023 23:00,48.544,NO5
30/10/2023 00:00,21.883,NO1
30/10/2023 00:00,21.883,NO2
30/10/2023 00:00,23.958,NO3
30/10/2023 00:00,21.883,NO4
30/10/2023 00:00,23.958,NO5
30/10/2023 01:00,14.832,NO1
30/10/2023 01:00,14.832,NO2
30/10/2023 01:00,22.65,NO3
30/10/2023 01:00,14.844,NO4
30/10/2023 01:00,22.65,NO5
30/10/2023 02:00,13.972,NO1
30/10/2023 02:00,13.972,NO2
30/10/2023 02:00,22.119,NO3
30/10/2023 02:00,14.844,NO4
30/10/2023 02:00,22.119,NO5
30/10/2023 03:00,13.63,NO1
30/10/2023 03:00,13.63,NO2
30/10/2023 03:00,22.013,NO3
30/10/2023 03:00,14.844,NO4
30/10/2023 03:00,22.013,NO5
30/10/2023 04:00,23.852,NO1
30/10/2023 04:00,23.852,NO2
30/10/2023 04:00,23.852,NO3
30/10/2023 04:00,20.409,NO4
30/10/2023 04:00,23.852,NO5
30/10/2023 05:00,57.514,NO1
30/10/2023 05:00,57.514,NO2
30/10/2023 05:00,29.665,NO3
30/10/2023 05:00,29.665,NO4
30/10/2023 05:00,57.514,NO5
30/10/2023 06:00,69.929,NO1
30/10/2023 06:00,69.929,NO2
30/10/2023 06:00,69.929,NO3
30/10/2023 06:00,69.929,NO4
30/10/2023 06:00,69.929,NO5
30/10/2023 07:00,90.952,NO1
30/10/2023 07:00,90.952,NO2
30/10/2023 07:00,90.952,NO3
30/10/2023 07:00,90.952,NO4
30/10/2023 07:00,90.952,NO5
30/10/2023 08:00,96.635,NO1
30/10/2023 08:00,96.635,NO2
30/10/2023 08:00,96.635,NO3
30/10/2023 08:00,96.635,NO4
30/10/2023 08:00,96.635,NO5
30/10/2023 09:00,91.082,NO1
30/10/2023 09:00,91.082,NO2
30/10/2023 09:00,91.082,NO3
30/10/2023 09:00,91.082,NO4
30/10/2023 09:00,91.082,NO5
30/10/2023 10:00,87.285,NO1
30/10/2023 10:00,87.285,NO2
30/10/2023 10:00,87.285,NO3
30/10/2023 10:00,87.285,NO4
30/10/2023 10:00,87.285,NO5
30/10/2023 11:00,85.269,NO1
30/10/2023 11:00,85.269,NO2
30/10/2023 11:00,85.269,NO3
30/10/2023 11:00,85.269,NO4
30/10/2023 11:00,85.269,NO5
30/10/2023 12:00,83.748,NO1
30/10/2023 12:00,83.748,NO2
30/10/2023 12:00,83.748,NO3
30/10/2023 12:00,83.748,NO4
30/10/2023 12:00,83.748,NO5
30/10/2023 13:00,85.858,NO1
30/10/2023 13:00,85.858,NO2
30/10/2023 13:00,85.858,NO3
30/10/2023 13:00,85.858,NO4
30/10/2023 13:00,85.858,NO5
30/10/2023 14:00,95.668,NO1
30/10/2023 14:00,95.668,NO2
30/10/2023 14:00,95.668,NO3
30/10/2023 14:00,95.668,NO4
30/10/2023 14:00,95.668,NO5
30/10/2023 15:00,104.641,NO1
30/10/2023 15:00,104.641,NO2
30/10/2023 15:00,104.641,NO3
30/10/2023 15:00,104.641,NO4
30/10/2023 15:00,104.641,NO5
30/10/2023 16:00,112.363,NO1
30/10/2023 16:00,112.363,NO2
30/10/2023 16:00,112.363,NO3
30/10/2023 16:00,112.363,NO4
30/10/2023 16:00,112.363,NO5
30/10/2023 17:00,127.42,NO1
30/10/2023 17:00,127.42,NO2
30/10/2023 17:00,127.42,NO3
30/10/2023 17:00,127.42,NO4
30/10/2023 17:00,127.42,NO5
30/10/2023 18:00,118.801,NO1
30/10/2023 18:00,118.801,NO2
30/10/2023 18:00,104.735,NO3
30/10/2023 18:00,104.735,NO4
30/10/2023 18:00,118.801,NO5
30/10/2023 19:00,102.023,NO1
30/10/2023 19:00,102.023,NO2
30/10/2023 19:00,85.41,NO3
30/10/2023 19:00,85.41,NO4
30/10/2023 19:00,102.023,NO5
30/10/2023 20:00,92.343,NO1
30/10/2023 20:00,92.343,NO2
30/10/2023 20:00,73.16,NO3
30/10/2023 20:00,73.16,NO4
30/10/2023 20:00,92.343,NO5
30/10/2023 21:00,91.011,NO1
30/10/2023 21:00,91.011,NO2
30/10/2023 21:00,54.213,NO3
30/10/2023 21:00,54.213,NO4
30/10/2023 21:00,91.011,NO5
30/10/2023 22:00,93.475,NO1
30/10/2023 22:00,93.475,NO2
30/10/2023 22:00,40.394,NO3
30/10/2023 22:00,40.394,NO4
30/10/2023 22:00,93.475,NO5
30/10/2023 23:00,93.864,NO1
30/10/2023 23:00,93.864,NO2
30/10/2023 23:00,32.919,NO3
